,Latin word,Enlish word,Definition
161,servatam,observed,"{'Verb': ['discover or determine the existence, presence, or fact of', 'make mention of', 'observe with care or pay close attention to', 'watch attentively', 'show respect towards', 'behave as expected during of holidays or rites', 'follow with the eyes or the mind', 'stick to correctly or closely', ""conform one's action or practice to""], 'Adjective': ['discovered or determined by scientific observation']}"
162,defuncte,DEFULCE,
163,vivos,living,"{'Noun': ['the experience of being alive; the course of human events and activities', 'people who are still living', 'the condition of living or the state of being alive', 'the financial means whereby one lives'], 'Verb': ['be an inhabitant of or reside in', 'lead a certain kind of life; live in a certain style', 'continue to live and avoid dying', 'support oneself', 'have life, be alive', 'have firsthand knowledge of states, situations, emotions, or sensations', 'pursue a positive and satisfying existence'], 'Adjective': ['pertaining to living persons', 'true to life; lifelike', '(informal', 'still in existence', 'still in active use', '(used of minerals or stone']}"
164,perfossusque,perfossusque,
165,digrimo,digrimo,
166,certusque,sure,"{'Adjective': ['having or feeling no doubt or uncertainty; confident and assured', 'or certain', 'exercising or taking care great enough to bring assurance', 'certain to occur; destined or inevitable', 'physically secure or dependable', 'reliable in operation or effect', '(of persons', 'or trusted', 'infallible or unfailing', 'or true', 'certain not to fail', 'impossible to doubt or dispute', 'or sure'], 'Adverb': [""definitely or positively (`sure' is sometimes used informally for `surely'""]}"
167,victae,defeat,"{'Noun': ['an unsuccessful ending to a struggle or contest', 'the feeling that accompanies an experience of being thwarted in attaining your goals'], 'Verb': ['win a victory over', 'thwart the passage of']}"
168,cavernis,caverns,"{'Noun': ['any large dark enclosed space', 'a large cave or a large chamber in a cave'], 'Verb': ['hollow out as if making a cavern']}"
169,debilis,disabled,"{'Noun': ['people collectively who are crippled or otherwise physically handicapped'], 'Verb': ['make unable to perform a certain action', 'injure permanently'], 'Adjective': ['having restricted mental or physical functioning as a consequence of injury or illness']}"
170,liventis,hurl,"{'Noun': ['a violent throw'], 'Verb': ['throw forcefully', 'make a thrusting forward movement', 'utter with force; utter vehemently']}"
171,provolvere,provolvere,
172,substitio,deposit,"{'Noun': ['the phenomenon of sediment or gravel accumulating', 'matter that has been deposited by some natural process', 'the natural process of laying down a deposit of something', 'money deposited in a bank or some similar institution', 'a partial payment made at the time of purchase; the balance to be paid later', 'money given as security for an article acquired for temporary use', 'a payment given as a guarantee that an obligation will be met', 'a facility where things can be deposited for storage or safekeeping', 'the act of putting something somewhere'], 'Verb': ['put, fix, force, or implant', 'put into a bank account', 'put (something somewhere']}"
173,glisco,gloss,"{'Noun': ['an explanation or definition of an obscure word in a text', 'an alphabetical list of technical terms in some specialized field of knowledge; usually published as an appendix to a text on that field', 'the property of being smooth and shiny', 'an outward or token appearance or form that is deliberately misleading'], 'Verb': ['give a shine or gloss to, usually by rubbing', 'provide interlinear explanations for words or phrases', 'provide an interlinear translation of a word or phrase', 'give a deceptive explanation or excuse for']}"
174,nocturna,NOCTURNA,
175,luxurio,LEARN,"{'Verb': ['gain knowledge or skills', 'get to know or become aware of, usually accidentally', 'commit to memory; learn by heart', 'be a student of a certain subject', 'impart skills or knowledge to', 'find out, learn, or determine with certainty, usually by making an inquiry or other effort']}"
176,discreverat,discreving,
177,ix,9,"{'Noun': ['the cardinal number that is the sum of eight and one'], 'Adjective': ['denoting a quantity consisting of one more than eight and one less than ten']}"
178,ara,Ara,"{'Noun': ['a constellation in the southern hemisphere near Telescopium and Norma', 'macaws', 'starch resembling sago that is obtained from cuckoopint root', 'any plant of the family Araceae; have small flowers massed on a spadix surrounded by a large spathe']}"
179,peseo,pseo,
180,vocarent,call,"{'Noun': ['a telephone connection', 'a special disposition (as if from a divine source', 'a loud utterance; often in protest or opposition', 'the characteristic sound produced by a bird', 'a brief social visit', 'a demand by a broker that a customer deposit enough to bring his margin up to the minimum requirement', 'a demand for a show of hands in a card game', 'a request', 'an instruction that interrupts the program being executed', 'a visit in an official or professional capacity', '(sports', 'the option to buy a given stock (or stock index or commodity future'], 'Verb': ['assign a specified (usually proper', 'ascribe a quality to or give a name of a common noun that reflects a quality', 'get or try to get into communication (with someone', 'utter a sudden loud cry', 'order, request, or command to come', 'pay a brief visit', 'call a meeting; invite or command to meet', 'read aloud to check for omissions or absentees', 'send a message or attempt to reach someone by radio, phone, etc.; make a signal to in order to transmit a message', 'utter a characteristic note or cry', 'stop or postpone because of adverse conditions, such as bad weather', 'greet, as with a prescribed form, title, or name', 'make a stop in a harbour', 'demand payment of (a loan', 'make a demand, as for a card or a suit or a show of hands', 'give the calls (to the dancers', 'indicate a decision in regard to', 'make a prediction about; tell in advance', 'require the presentation of for redemption before maturation', 'challenge (somebody', 'declare in the capacity of an umpire or referee', 'lure by imitating the characteristic call of an animal', 'order or request or give a command for', 'order, summon, or request for a specific duty or activity, work, role', 'utter in a loud voice or announce', 'challenge the sincerity or truthfulness of', 'consider or regard as being', 'rouse somebody from sleep with a call']}"
181,tartarum,tartarum,
182,versatque,Versatque,
183,sequis,sequis,
184,abripio,carry away,
185,tenuisque,fine,"{'Noun': ['money extracted as a penalty'], 'Verb': ['issue a ticket or a fine to as a penalty'], 'Adjective': ['being satisfactory or in satisfactory condition', 'minutely precise especially in differences in meaning', 'thin in thickness or diameter', 'characterized by elegance or refinement or accomplishment', 'of textures that are smooth to the touch or substances consisting of relatively small particles', 'free from impurities; having a high or specified degree of purity'], 'Adverb': ['an expression of agreement normally occurring at the beginning of a sentence', 'in a delicate manner']}"
186,redello,reduce,"{'Verb': ['cut down on; make a reduction in', 'make less complex', 'bring to humbler or weaker state or condition', 'simplify the form of a mathematical equation of expression by substituting one term for another', 'lower in grade or rank or force somebody into an undignified situation', 'be the essential element', 'reduce in size; reduce physically', 'lessen and make more modest', 'make smaller', 'to remove oxygen from a compound, or cause to react with hydrogen or form a hydride, or to undergo an increase in the number of electrons', 'narrow or limit', 'put down by force or intimidation', 'undergo meiosis', 'reposition (a broken bone after surgery', 'destress and thus weaken a sound when pronouncing it', 'reduce in scope while retaining essential elements', 'be cooked until very little liquid is left', 'cook until very little liquid is left', 'lessen the strength or flavor of a solution or mixture', 'take off weight']}"
187,letumque,decoction,{'Noun': ['(pharmacology']}
188,vidimus,we saw,
189,soporiferusque,soporiferusque,
190,adversata,opposed,"{'Verb': ['be against; express opposition to', 'fight against or resist strongly', 'contrast with equal weight or force', 'set into opposition or rivalry', 'act against or in opposition to', 'be resistant to'], 'Adjective': ['being in opposition or having an opponent']}"
191,impavidus,undaunted,"{'Adjective': ['unshaken in purpose', 'resolutely courageous']}"
192,neu,neu,
193,tereo,alarm,"{'Noun': ['fear resulting from the awareness of danger', 'a device that signals the occurrence of some undesirable event', 'an automatic signal (usually a sound', 'a clock that wakes a sleeper at some preset time'], 'Verb': ['fill with apprehension or alarm; cause to be unpleasantly surprised', 'warn or arouse to a sense of danger or call to a state of preparedness']}"
194,vocum,pitch,"{'Noun': ['the property of sound that varies with variation in the frequency of vibration', '(baseball', ""a vendor's position (especially on the sidewalk"", 'promotion by means of an argument and demonstration', 'degree of deviation from a horizontal plane', 'any of various dark heavy viscid substances obtained as a residue', 'a sports field with predetermined dimensions for playing soccer', 'a high approach shot in golf', 'an all-fours game in which the first card led is a trump', 'abrupt up-and-down motion (as caused by a ship or other conveyance', 'the action or manner of throwing something'], 'Verb': ['throw or toss with a light motion', 'move abruptly', 'fall or plunge forward', 'set to a certain pitch', 'sell or offer for sale from place to place', 'be at an angle', 'heel over', 'erect and fasten', 'throw or hurl from the mound to the batter, as in baseball', 'hit (a golf ball', 'lead (a card', 'set the level or character of']}"
195,tenuemque,tenuemque,
196,arbustaquus,arbustaqua,
197,evadnenque,evadnenque,
198,daedalus,daedalus,{'Noun': ['(Greek mythology']}
199,galeasque,helasque,
200,sacrumegus,sacrumegus,
201,vertite,vertite,
202,cabo,cabo,
203,scelero,crime,"{'Noun': ['(criminal law', 'an evil act not necessarily punishable by law']}"
204,cantusque,cantusque,
205,visuri,visur,
206,agnus,gonna,
207,adsenseo,ASSEO,
208,gestero,wear,"{'Noun': ['impairment resulting from long use', ""a covering designed to be worn on a person's body"", 'the act of having on your person as a covering or adornment'], 'Verb': ['be dressed in', ""have on one's person"", ""have in one's aspect; wear an expression of one's attitude or personality"", 'deteriorate through use or stress', 'have or show an appearance of', 'last and be usable', 'go to pieces', 'exhaust or get tired through overuse or great strain or stress', ""put clothing on one's body""]}"
209,casusn,casusn,
210,tristemque,sad,"{'Adjective': ['experiencing or showing sorrow or unhappiness', 'of things that make you feel sad', 'bad; unfortunate']}"
211,arcadus,arcadus,
212,lapsus,slip,"{'Noun': ['a socially awkward or tactless act', 'a minor inadvertent mistake usually observed in speech or writing or in small accidents or memory lapses etc.', ""potter's clay that is thinned and used for coating or decorating ceramics"", 'a part (sometimes a root or leaf or bud', 'a young and slender person', 'a place where a craft can be made fast', 'an accidental misstep threatening (or causing', 'a slippery smoothness', 'artifact consisting of a narrow flat piece of material', 'a small sheet of paper', ""a woman's sleeveless undergarment"", 'bed linen consisting of a cover for a pillow', 'an unexpected slide', 'a flight maneuver; aircraft slides sideways in the air', 'the act of avoiding capture (especially by cunning'], 'Verb': ['move stealthily', 'insert inconspicuously or quickly or quietly', 'move obliquely or sideways, usually in an uncontrolled manner', 'get worse', 'move smoothly and easily', 'to make a mistake or be incorrect', 'pass on stealthily', 'move easily', 'cause to move with a smooth or sliding motion', ""pass out of one's memory"", 'move out of position']}"
213,metior,gauge,"{'Noun': ['a measuring instrument for measuring and indicating a quantity such as the thickness of wire or the amount of rain etc.', 'accepted or approved instance or example of a quantity or quality against which others are judged or measured or compared', 'the distance between the rails of a railway or between the wheels of a train', 'the thickness of wire', 'diameter of a tube or gun barrel'], 'Verb': ['judge tentatively or form an estimate of (quantities or time', 'rub to a uniform size', 'determine the capacity, volume, or contents of by measurement and calculation', 'measure precisely and against a standard', 'adapt to a specified measurement', 'mix in specific proportions']}"
214,submoueo,submouo,
215,umecto,moisten,"{'Verb': ['make moist', 'moisten with fine drops']}"
216,floruo,flourish,"{'Noun': ['a showy gesture', 'an ornamental embellishment in writing', 'a display of ornamental speech or language', 'the act of waving', '(music'], 'Verb': ['grow vigorously', ""make steady progress; be at the high point in one's career or reach a high point in historical significance or importance"", 'move or swing back and forth']}"
217,auras,air,"{'Noun': ['a mixture of gases (especially oxygen', 'the region above the ground', 'a distinctive but intangible quality surrounding a person or thing', 'a slight wind (usually refreshing', 'the mass of air surrounding the Earth', 'once thought to be one of four elements composing the universe (Empedocles', 'a succession of notes forming a distinctive sequence', 'medium for radio and television broadcasting', 'travel via aircraft'], 'Verb': ['expose to fresh air', 'be broadcast', 'broadcast over the airwaves, as in radio or television', 'make public', 'expose to warm or heated air, so as to dry', 'expose to cool or cold air so as to cool or freshen']}"
218,sollemns,sollemns,
219,inrigo,stream,"{'Noun': ['a natural body of running water flowing on or under the earth', 'dominant course (suggestive of running water', 'the act of flowing or streaming; continuous progression', 'something that resembles a flowing stream in moving continuously', 'a steady flow of a fluid (usually from natural causes'], 'Verb': ['to extend, wave or float outward, as if in the wind', 'exude profusely', 'move in large numbers', 'rain heavily', 'flow freely and abundantly']}"
220,gyrus,Gyrus,{'Noun': ['a convex fold or elevation in the surface of the brain']}
221,sedem,seat,"{'Noun': ['a space reserved for sitting (as in a theater or on a train or airplane', 'the fleshy part of the human body that you sit on', 'furniture that is designed for sitting on', 'any support where you can sit (especially the part of a chair or bench etc. on which you sit', 'a center of authority (as a city from which authority is exercised', 'the location (metaphorically speaking', 'the legal right to sit as a member in a legislative or similar body', 'a part of a machine that supports or guides another part', 'the cloth covering for the buttocks'], 'Verb': ['show to a seat; assign a seat for', 'be able to seat', 'place ceremoniously or formally in an office or position', 'put a seat on a chair', 'provide with seats', 'place or attach firmly in or on a base', 'place in or on a seat']}"
222,venus,Venus,"{'Noun': ['the second nearest planet to the sun; it is peculiar in that its rotation is slow and retrograde (in the opposite sense of the Earth and all other planets except Uranus', 'goddess of love; counterpart of Greek Aphrodite', 'type genus of the family Veneridae: genus of edible clams with thick oval shells']}"
223,silvaeque,woodsque,
224,adludo,play,"{'Noun': ['a dramatic work intended for performance by actors on a stage', 'a theatrical performance of a drama', 'a preset plan of action in team sports', 'a deliberate coordinated movement requiring dexterity and skill', 'a state in which action is feasible', 'utilization or exercise', 'an attempt to get something', 'activity by children that is guided more by imagination than by fixed rules', '(in games or plays or other performances', 'the removal of constraints', 'a weak and tremulous light', ""verbal wit or mockery (often at another's expense but not to be taken seriously"", 'movement or space for movement', 'gay or light-hearted recreational activity for diversion or amusement', 'the act of playing for stakes in the hope of winning (including the payment of a price for a chance to win a prize', 'the act using a sword (or other weapon'], 'Verb': ['participate in games or sport', 'act or have an effect in a specified way or with a specific effect or outcome', 'play on an instrument', 'play a role or part', 'be at play; be engaged in playful activity; amuse oneself in a way characteristic of children', 'replay (as a melody', 'perform music on (a musical instrument', 'pretend to have certain qualities or state of mind', 'move or seem to move quickly, lightly, or irregularly', 'bet or wager (money', 'engage in recreational activities rather than work; occupy oneself in a diversion', 'pretend to be somebody in the framework of a game or playful activity', 'emit recorded sound', 'perform on a certain location', 'put (a card or piece', 'engage in an activity as if it were a game rather than take it seriously', 'behave in a certain way', 'cause to emit recorded audio or video', ""manipulate manually or in one's mind or imagination"", ""use to one's advantage"", 'consider not very seriously', 'be received or accepted or interpreted in a specific way', 'behave carelessly or indifferently', 'cause to move or operate freely within a bounded space', 'perform on a stage or theater', 'be performed or presented for public viewing', 'cause to happen or to occur as a consequence', 'discharge or direct or be discharged or directed as if in a continuous stream', 'make bets', 'stake on the outcome of an issue', 'shoot or hit in a particular manner', 'use or move', 'employ in a game or in a specific position', 'contend against an opponent in a sport, game, or battle', 'exhaust by allowing to pull on the line']}"
225,adsciro,adcipire,
226,viles,viles,
227,distineo,distineo,
228,prato,meadow,{'Noun': ['a field where grass or alfalfa are grown to be made into hay']}
229,rauco,Rauco,
230,inferus,Southern,"{'Adjective': ['in or characteristic of a region of the United States south of (approximately', 'situated in or oriented toward the south', 'situated in or coming from regions of the south', 'from the south; used especially of wind']}"
231,advolat,fast,"{'Noun': ['abstaining from food'], 'Verb': ['abstain from certain foods, as for religious or medical reasons', 'abstain from eating'], 'Adjective': ['acting or moving or capable of acting or moving quickly', '(used of timepieces', 'at a rapid tempo', '(of surfaces', 'resistant to destruction or fading', 'unrestrained by convention or morality', 'hurried and brief', 'securely fixed in place', 'unwavering in devotion to friend or vow or cause', '(of a photographic lens or emulsion'], 'Adverb': ['quickly or rapidly (often used as a combining form', 'or fast-closing', 'firmly or closely']}"
232,cauda,tail,"{'Noun': ['the posterior part of the body of a vertebrate especially when elongated and extending beyond the trunk or main part of the body', 'the time of the last part of something', 'any projection that resembles the tail of an animal', 'the fleshy part of the human body that you sit on', 'a spy employed to follow someone and report their movements', '(usually plural', 'the rear part of an aircraft', 'the rear part of a ship'], 'Verb': ['go after with the intent to catch', 'remove or shorten the tail of an animal', 'remove the stalk of fruits or berries']}"
233,vaccam,cows,"{'Noun': [""mature female of mammals of which the male is called `bull'"", 'a large unpleasant woman', 'domesticated bovine animals as a group regardless of sex or age'], 'Verb': ['subdue, restrain, or overcome by affecting with a feeling of awe; frighten (as with threats']}"
234,teles,teles,
235,extorra,extorra,
236,solamens,solamens,
237,insomnis,In the dream,
238,catervis,groups,"{'Noun': ['any number of entities (members', '(chemistry', 'a set that is closed, associative, has an identity element and every element has an inverse'], 'Verb': ['arrange into a group or groups', 'form a group or group together']}"
239,sulco,furrow,"{'Noun': ['a long shallow trench in the ground (especially one made by a plow', 'a slight depression or fold in the smoothness of a surface'], 'Verb': ['hollow out in the form of a furrow or groove', 'make wrinkled or creased', 'cut a furrow into a columns']}"
240,necdum,not yet,
241,placidaequs,placidaqus,
242,invadit,invadit,
243,figno,woven,"{'Verb': ['interlace by or as if by weaving', 'create a piece of cloth by interlacing strands of fabric, such as wool or cotton', 'sway from side to side', 'to move or cause to move in a sinuous, spiral, or circular course'], 'Adjective': ['made or constructed by interlacing threads or strips of material or other elements into a whole']}"
244,restar,restar,
245,dimoverat,diloverat,
246,mulceo,calm,"{'Noun': ['steadiness of mind under stress', 'wind moving at less than 1 knot; 0 on the Beaufort scale'], 'Verb': ['make calm or still', 'make steady', 'become quiet or calm, especially after a state of agitation', 'cause to be calm or quiet as by administering a sedative to'], 'Adjective': ['not agitated; without losing self-possession', '(of weather']}"
247,adnaro,tend,"{'Verb': ['have a tendency or disposition to do or be something; be inclined', 'have care of or look after', 'manage or run']}"
248,hostilis,hostile,"{'Noun': [""troops belonging to the enemy's military forces""], 'Adjective': ['characterized by enmity or ill will', ""not belonging to your own country's forces or those of an ally"", 'impossible to bring into friendly accord', 'very unfavorable to life or growth', 'unsolicited and resisted by the management of the target company (used of attempts to buy or take control of a business']}"
249,patrium,patriot,{'Noun': ['one who loves and defends his or her country']}
250,vidisset,seen,"{'Verb': ['perceive by sight or have the power to perceive by sight', 'perceive (an idea or situation', 'perceive or be contemporaneous with', ""imagine; conceive of; see in one's mind"", 'deem to be', 'get to know or become aware of, usually accidentally', 'see or watch', 'come together', 'find out, learn, or determine with certainty, usually by making an inquiry or other effort', 'be careful or certain to do something; make certain of something', 'go to see for professional or business reasons', 'go to see for a social visit', 'go to see a place, as for entertainment', 'take charge of or deal with', 'receive as a specified guest', 'date regularly; have a steady relationship with', 'see and understand, have a good eye', 'deliberate or decide', 'observe as if with an eye', 'observe, check out, and look over carefully or inspect', 'undergo or live through a difficult experience', 'accompany or escort', 'match or meet', 'make sense of; assign a meaning to']}"
251,silvius,Silvius,
252,umbon,umbon,
253,gemereo,GRANN,
254,ripus,Rip,"{'Noun': ['a dissolute man in fashionable society', 'an opening made forcibly as by pulling apart', 'a stretch of turbulent water in a river or the sea caused by one current flowing into or across another current', 'the act of rending or ripping or splitting something'], 'Verb': ['tear or be torn violently', 'move precipitously or violently', 'cut (wood', ""take without the owner's consent"", 'criticize or abuse strongly and violently']}"
255,celsusque,celsusque,
256,agmen,train,"{'Noun': ['public transport provided by a line of railway cars coupled together and drawn by a locomotive', 'a sequentially ordered set of things or events or ideas in which each successive member is related to the preceding', 'a procession (of wagons or mules or camels', 'a series of consequences wrought by an event', 'piece of cloth forming the long back section of a gown that is drawn along the floor', 'wheelwork consisting of a connected set of rotating gears by which force is transmitted or motion or torque is changed'], 'Verb': ['create by training and teaching', 'undergo training or instruction in preparation for a particular role, function, or profession', ""develop (a child's or animal's"", 'educate for a future role or function', 'teach or refine to be discriminative in taste or judgment', 'point or cause to go (blows, weapons, or objects such as photographic equipment', 'teach and supervise (someone', 'exercise in order to prepare for an event or competition', 'cause to grow in a certain way by tying and pruning it', 'travel by rail or train', 'drag loosely along a surface; allow to sweep the ground']}"
257,visis,visis,
258,caelestis,celestial,"{'Adjective': ['of or relating to the sky', 'relating to or inhabiting a divine heaven', 'of heaven or the spirit']}"
259,implico,compound,"{'Noun': ['a whole formed by a union of two or more elements or parts', '(chemistry', 'an enclosure of residences and other building (especially in the Orient'], 'Verb': ['make more intense, stronger, or more marked', 'put or add together', 'calculate principal and interest', 'create by mixing or combining', 'combine so as to form a whole; mix'], 'Adjective': ['composed of more than one part', 'consisting of two or more substances or ingredients or elements or parts', 'composed of many distinct individuals united to form a whole or colony']}"
260,decor,decor,{'Noun': ['decoration consisting of the layout and furnishings of a livable interior']}
261,montosus,mountainous,"{'Adjective': ['having hills and crags', 'like a mountain in size and impressiveness', 'containing many mountains']}"
262,undantique,undantique,
263,sortem,lot,"{'Noun': ['a parcel of land having fixed boundaries', 'an unofficial association of people or groups', 'your overall circumstances or condition in life (including everything that happens to you', 'anything (straws or pebbles etc.', 'any collection in its entirety', '(Old Testament'], 'Verb': ['divide into lots, as of land, for example', 'administer or bestow, as in small portions']}"
264,videres,see,"{'Noun': [""the seat within a bishop's diocese where his cathedral is located""], 'Verb': ['perceive by sight or have the power to perceive by sight', 'perceive (an idea or situation', 'perceive or be contemporaneous with', ""imagine; conceive of; see in one's mind"", 'deem to be', 'get to know or become aware of, usually accidentally', 'see or watch', 'come together', 'find out, learn, or determine with certainty, usually by making an inquiry or other effort', 'be careful or certain to do something; make certain of something', 'go to see for professional or business reasons', 'go to see for a social visit', 'go to see a place, as for entertainment', 'take charge of or deal with', 'receive as a specified guest', 'date regularly; have a steady relationship with', 'see and understand, have a good eye', 'deliberate or decide', 'observe as if with an eye', 'observe, check out, and look over carefully or inspect', 'undergo or live through a difficult experience', 'accompany or escort', 'match or meet', 'make sense of; assign a meaning to']}"
265,concava,concave,{'Adjective': ['curving inward']}
266,conexosque,Conexosque,
267,gener,law,"{'Noun': ['the collection of rules imposed by authority', 'legal document setting forth rules governing a particular kind of activity', 'a rule or body of rules of conduct inherent in human nature and essential to or binding upon human society', 'a generalization that describes recurring facts or events in nature', 'the branch of philosophy concerned with the law and the principles that lead courts to make the decisions they do', 'the learned profession that is mastered by graduate study in a law school and that is responsible for the judicial system', 'the force of policemen and officers']}"
268,laocoontum,laocontum,
269,laeo,glean,"{'Verb': ['gather, as of natural products']}"
270,ultrus,Ultr,
271,harena,sand,"{'Noun': ['a loose material consisting of grains of rock or coral', ""French writer known for works concerning women's rights and independence (1804-1876"", 'fortitude and determination'], 'Verb': ['rub with sandpaper']}"
272,exsulto,exult,"{'Verb': ['feel extreme happiness or elation', 'to express great joy']}"
273,cumque,when,
274,acernum,acernum,
275,tholus,tholus,
276,velinos,velinos,
277,pharetro,pharetro,
278,borea,Borea,
279,bacchatamqus,bacchatamqus,
280,dominor,rule,"{'Noun': ['a principle or condition that customarily governs behavior', 'something regarded as a normative example', 'prescribed guide for conduct or action', '(linguistics', 'or prescribing', 'a basic generalization that is accepted as true and that can be used as a basis for reasoning or conduct', ""the duration of a monarch's or government's power"", 'dominance or power through legal authority', 'directions that define the way a game or sport is to be conducted', 'any one of a systematic body of regulations defining the way of life of members of a religious order', 'a rule or law concerning a natural phenomenon or the function of a complex system', '(mathematics', 'measuring stick consisting of a strip of wood or metal or plastic with a straight edge that is used for drawing straight lines and measuring lengths'], 'Verb': ['exercise authority over; as of nations', 'decide with authority', 'be larger in number, quantity, power, status or importance', 'decide on and make a declaration about', 'have an affinity with; of signs of the zodiac', 'mark or draw with a ruler', 'keep in check']}"
281,verte,verte,
282,exurite,exurite,
283,levarent,raise,"{'Noun': ['the amount a salary is increased', 'an upward slope or grade (as in a road', 'increasing the size of a bet (as in poker', 'the act of raising something'], 'Verb': ['raise the level or amount of something', 'raise from a lower to a higher position', 'cause to be heard or known; express or utter', 'collect funds for a specific purpose', 'cultivate by growing, often involving improvements by means of agricultural techniques', 'look after a child until it is an adult', 'summon into action or bring into existence, often as if by magic', 'move upwards', 'construct, build, or erect', 'call forth (emotions, feelings, and responses', 'create a disturbance, especially by making a great noise', 'raise in rank or condition', 'increase', 'give a promotion to or assign to a higher position', 'cause to puff up with a leaven', ""bid (one's partner's suit"", 'bet more than the previous player', 'cause to assemble or enlist in the military', 'put forward for consideration or discussion', 'pronounce (vowels', 'activate or stir up', 'establish radio communications with', 'multiply (a number', 'bring (a surface or a design', 'invigorate or heighten', 'put an end to', 'cause to become alive again']}"
284,terruo,terrify,{'Verb': ['fill with terror; frighten greatly']}
285,maxumus,most,"{'Adjective': [""a quantifier that can be used with count nouns and is often preceded by `as' or `too' or `so' or `that'; amounting to a large but indefinite number"", ""(superlative of `many' used with count nouns and often preceded by `the'"", ""the superlative of `much' that can be used with mass nouns and is usually preceded by `the'; a quantifier meaning the greatest in amount or extent or degree"", '(quantifier used with mass nouns'], 'Adverb': ['used to form the superlative', '(of actions or states', 'to a great degree or extent', 'to a very great degree or extent', '(degree adverb used before a noun phrase', 'frequently or in great quantities']}"
286,isem,isem,
287,scopulus,scop,
288,sicanus,Sican,
289,navigat,he sails,
290,tabeo,dislocate,"{'Verb': ['move out of position', 'put out of its usual place, position, or relationship']}"
291,boumque,boumque,
292,parvosque,small,"{'Noun': ['the slender part of the back', 'a garment size for a small person'], 'Adjective': ['limited or below average in number or quantity or magnitude or extent', 'or small', 'relatively moderate, limited, or small', '(of children and animals', 'slight or limited; especially in degree or intensity or scope', 'low or inferior in station or quality', 'lowercase', '(of a voice', 'have fine or very small constituent particles', 'not large but sufficient in size or amount', 'made to seem smaller or less (especially in worth'], 'Adverb': ['on a small scale']}"
293,addenso,add to,
294,serestus,serestus,
295,bucinus,trump,"{'Noun': ['a playing card in the suit that has been declared trumps', '(card games', 'a brass musical instrument with a brilliant tone; has a narrow tube and a flared bell and is played by means of valves'], 'Verb': ['produce a sound as if from a trumpet', 'get the better of', 'play a trump', 'proclaim or announce with or as if with a fanfare']}"
296,successus,success,"{'Noun': ['an event that accomplishes its intended purpose', 'an attainment that is successful', 'a state of prosperity or fame', 'a person with a record of successes']}"
297,luster,luster,"{'Noun': ['a quality that outshines the usual', 'the visual property of something that shines with reflected light', 'a surface coating for ceramics or porcelain']}"
298,urbes,cities,"{'Noun': ['a large and densely populated urban area; may include several independent administrative districts', 'an incorporated administrative district established by state charter', 'people living in a large densely populated municipality']}"
299,chlorea,chlorea,
300,elisa,Elisa,{'Noun': ['an assay that relies on an enzymatic conversion reaction and is used to detect the presence of specific substances (such as enzymes or viruses or antibodies or bacteria']}
301,exsolto,be,"{'Noun': ['a light strong brittle grey toxic bivalent metallic element'], 'Verb': ['have the quality of being; (copula, used with an adjective or a predicate noun', 'be identical to; be someone or something', 'occupy a certain position or area; be somewhere', 'have an existence, be extant', 'happen, occur, take place', 'be identical or equivalent to', 'form or compose', 'work in a specific place, with a specific subject, or in a specific function', 'represent, as of a character on stage', 'spend or use time', 'have life, be alive', 'to remain unmolested, undisturbed, or uninterrupted -- used only in infinitive form', 'be priced at']}"
302,onustus,loaded,"{'Verb': ['fill or place a load on', 'provide (a device', ""transfer from a storage device to a computer's memory"", 'put (something', 'corrupt, debase, or make impure by adding a foreign or inferior substance; often by replacing valuable ingredients with inferior ones'], 'Adjective': ['filled with a great quantity', '(of weapons', '(of statements or questions', 'having an abundant supply of money or possessions of value', 'very drunk']}"
303,ordo,order,"{'Noun': ['(often plural', 'e.g., a military or law enforcement officer', 'a degree in a continuum of size or quantity', 'established customary state (especially of society', 'logical or comprehensible arrangement of separate elements', 'a condition of regular or proper arrangement', 'a legally binding command or decision entered on the court record (as if issued by a court or judge', 'a commercial document used to request someone to supply something in return for payment and providing specifications and quantities', 'a formal association of people with similar interests', 'a body of rules followed by an assembly', '(usually plural', 'a group of person living under a religious rule', '(biology', 'a request for something to be made, supplied, or served', '(architecture', 'the act of putting things in a sequential arrangement'], 'Verb': ['give instructions to or direct somebody to do something with authority', 'make a request for something', 'issue commands or orders for', 'bring into conformity with rules or principles or usage; impose regulations', 'bring order to or into', 'place in a certain order', 'appoint to a clerical posts', 'arrange thoughts, ideas, temporal events', 'assign a rank or rating to']}"
304,stirp,Stirp,
305,caelatum,caelatum,
306,animumque,courageous,{'Adjective': ['possessing or displaying courage; able to face and deal with danger or fear without flinching']}
307,sulphuris,sulfur,"{'Noun': ['an abundant tasteless odorless multivalent nonmetallic element; best known in yellow crystals; occurs in many sulphide and sulphate minerals and even in native form (especially in volcanic regions'], 'Verb': ['treat with sulphur in order to preserve']}"
